,neighbourhood_code,neigbourhood,neighbourhood_combination_code,district_code,surface_m2,geometry 
440,M58e,Amstelglorie,M58,M,506325.0,"POLYGON ((4.898755 52.332786, 4.89884 52.332873, 4.898979 52.332976, 4.899122 52.333063, 4.899296 52.333143, 4.89947 52.333208, 4.899638 52.333254, 4.899828 52.333301, 4.900201 52.33337, 4.9006 52.333414, 4.901159 52.333433, 4.902197 52.333362, 4.90248 52.33336, 4.90285 52.333375, 4.903552 52.333424, 4.903942 52.333476, 4.904259 52.333565, 4.904548 52.33369, 4.904778 52.333841, 4.905255 52.334227, 4.905549 52.334482, 4.906005 52.334941, 4.90635 52.335322, 4.906488 52.335461, 4.906629 52.335642, 4.906755 52.335856, 4.906798 52.335954, 4.906859 52.336155, 4.9069 52.336401, 4.907191 52.337609, 4.907238 52.33771, 4.90731 52.337811, 4.90741 52.337908, 4.907485 52.337955, 4.909782 52.336806, 4.910763 52.336369, 4.91111 52.336073, 4.911793 52.334768, 4.912127 52.332859, 4.912116 52.332809, 4.912089 52.332763, 4.912025 52.332708, 4.91181 52.332622, 4.911857 52.332049, 4.911869 52.332006, 4.911991 52.331981, 4.912114 52.331939, 4.912202 52.331897, 4.912255 52.331847, 4.91229 52.33179, 4.912473 52.330462, 4.91294 52.330507, 4.913275 52.328395, 4.912471 52.328422, 4.911675 52.328472, 4.910753 52.32856, 4.90976 52.328691, 4.909397 52.328749, 4.908678 52.328878, 4.907968 52.329026, 4.907618 52.329107, 4.906927 52.329284, 4.906247 52.329478, 4.905583 52.329691, 4.904934 52.329921, 4.904302 52.330168, 4.903689 52.330431, 4.902325 52.331059, 4.900049 52.33215, 4.899372 52.332489, 4.898755 52.332786))"
441,M58f,Overamstel,M58,M,1193330.0,"POLYGON ((4.898755 52.332786, 4.899372 52.332489, 4.900049 52.33215, 4.902325 52.331059, 4.903689 52.330431, 4.904302 52.330168, 4.904934 52.329921, 4.905583 52.329691, 4.906247 52.329478, 4.906927 52.329284, 4.907618 52.329107, 4.907968 52.329026, 4.908678 52.328878, 4.909397 52.328749, 4.90976 52.328691, 4.910753 52.32856, 4.911675 52.328472, 4.912471 52.328422, 4.913275 52.328395, 4.91389 52.324548, 4.91213 52.324253, 4.911596 52.324203, 4.911298 52.324158, 4.911109 52.324094, 4.910959 52.32401, 4.910343 52.323562, 4.910788 52.323304, 4.911235 52.323008, 4.91136 52.322895, 4.911332 52.322821, 4.910966 52.322257, 4.910769 52.32198, 4.910739 52.32191, 4.910782 52.321884, 4.91124 52.321729, 4.912496 52.32125, 4.912554 52.321215, 4.912547 52.321171, 4.912568 52.321131, 4.912704 52.321058, 4.91429 52.320404, 4.913545 52.319549, 4.913342 52.319283, 4.912385 52.318244, 4.911125 52.318263, 4.910759 52.318275, 4.910566 52.318267, 4.909143 52.318249, 4.909059 52.318819, 4.907849 52.319501, 4.905528 52.320141, 4.904711 52.32039, 4.904101 52.32064, 4.90298 52.321142, 4.902541 52.32132, 4.902102 52.321446, 4.90161 52.321524, 4.900932 52.321562, 4.900206 52.321547, 4.899356 52.321546, 4.89829 52.32164, 4.897155 52.321892, 4.896417 52.322317, 4.896301 52.322416, 4.896087 52.322549, 4.895912 52.322692, 4.895759 52.322862, 4.89547 52.323316, 4.895377 52.32349, 4.895265 52.323827, 4.895228 52.324071, 4.895255 52.324195, 4.89531 52.324333, 4.895841 52.325195, 4.896445 52.326293, 4.896558 52.326516, 4.896679 52.326843, 4.896861 52.327265, 4.897003 52.327552, 4.897144 52.327773, 4.897325 52.328017, 4.897839 52.328565, 4.898253 52.328964, 4.89877 52.32955, 4.898913 52.329767, 4.899027 52.329988, 4.899076 52.33019, 4.899075 52.33043, 4.899012 52.3307, 4.898875 52.331099, 4.898495 52.331951, 4.898477 52.33207, 4.898482 52.332269, 4.898527 52.332467, 4.898621 52.332625, 4.898755 52.332786))"
442,M58g,Amstelkwartier Noord,M58,M,368218.0,"POLYGON ((4.914969 52.341854, 4.919459 52.34257, 4.919583 52.342315, 4.919978 52.341626, 4.920874 52.340169, 4.922011 52.338457, 4.922172 52.33829, 4.920262 52.337608, 4.919494 52.336692, 4.92029 52.336424, 4.920197 52.336267, 4.919362 52.336035, 4.919551 52.335793, 4.915214 52.334659, 4.911799 52.339453, 4.912015 52.339508, 4.912625 52.339727, 4.913194 52.340027, 4.913602 52.34027, 4.914046 52.34057, 4.914376 52.340932, 4.914681 52.341333, 4.914868 52.341593, 4.914969 52.341854))"
443,M58h,De Omval,M58,M,147924.0,"POLYGON ((4.913192 52.345598, 4.917414 52.346499, 4.918483 52.344669, 4.918886 52.343773, 4.919232 52.34362, 4.919295 52.343602, 4.919375 52.343596, 4.919442 52.343602, 4.919504 52.343619, 4.91958 52.343657, 4.919785 52.343558, 4.919908 52.343427, 4.920078 52.343292, 4.920195 52.343217, 4.920448 52.343085, 4.920469 52.343044, 4.920472 52.342759, 4.920304 52.342745, 4.919696 52.34261, 4.919459 52.34257, 4.914969 52.341854, 4.914989 52.342139, 4.914945 52.342421, 4.914864 52.342631, 4.914138 52.343524, 4.913857 52.343868, 4.913443 52.344693, 4.913286 52.345139, 4.913192 52.345598))"
444,M58i,Amstelkwartier Zuid,M58,M,243461.0,"POLYGON ((4.915214 52.334659, 4.919551 52.335793, 4.919362 52.336035, 4.920197 52.336267, 4.92029 52.336424, 4.919494 52.336692, 4.920262 52.337608, 4.922172 52.33829, 4.924949 52.335379, 4.924809 52.33538, 4.924574 52.335399, 4.923774 52.335438, 4.923777 52.335263, 4.92376 52.334951, 4.923735 52.334807, 4.923686 52.334626, 4.923639 52.334503, 4.923521 52.334252, 4.923416 52.334085, 4.9233 52.333935, 4.923092 52.333708, 4.922802 52.333455, 4.922621 52.333324, 4.922448 52.333212, 4.922559 52.33308, 4.921684 52.332757, 4.920376 52.332354, 4.919598 52.332162, 4.917487 52.33153, 4.917053 52.332076, 4.915214 52.334659))"
445,M58j,Amstelkwartier West,M58,M,255499.0,"POLYGON ((4.907485 52.337955, 4.907749 52.33811, 4.907963 52.338212, 4.909265 52.338699, 4.909422 52.338765, 4.910072 52.339037, 4.910715 52.339203, 4.911175 52.339303, 4.911799 52.339453, 4.915214 52.334659, 4.917053 52.332076, 4.917487 52.33153, 4.91691 52.33136, 4.914578 52.330759, 4.914184 52.330673, 4.913822 52.330611, 4.913392 52.330554, 4.91294 52.330507, 4.912473 52.330462, 4.91229 52.33179, 4.912255 52.331847, 4.912202 52.331897, 4.912114 52.331939, 4.911991 52.331981, 4.911869 52.332006, 4.911857 52.332049, 4.91181 52.332622, 4.912025 52.332708, 4.912089 52.332763, 4.912116 52.332809, 4.912127 52.332859, 4.911793 52.334768, 4.91111 52.336073, 4.910763 52.336369, 4.909782 52.336806, 4.907485 52.337955))"
446,N64b,Buiksloterdijk Oost,N64,N,26845.5,"POLYGON ((4.921544 52.399067, 4.922107 52.39925, 4.922195 52.399284, 4.922311 52.399347, 4.92275 52.398668, 4.923103 52.398077, 4.923604 52.397183, 4.923837 52.396794, 4.924837 52.39561, 4.924544 52.395257, 4.924212 52.394833, 4.923914 52.394425, 4.923685 52.395212, 4.923631 52.395436, 4.92355 52.395625, 4.923525 52.395898, 4.923248 52.39666, 4.923056 52.397091, 4.922629 52.397833, 4.92251 52.398005, 4.922288 52.398264, 4.921544 52.399067))"
447,N68a,Markengouw Noord,N68,N,118374.0,"POLYGON ((4.947338 52.398624, 4.951802 52.402792, 4.952566 52.402402, 4.953185 52.402071, 4.953965 52.401641, 4.950756 52.397604, 4.947338 52.398624))"
448,N68b,Werengouw Noord,N68,N,163140.0,"POLYGON ((4.940938 52.39446, 4.942371 52.3958, 4.944786 52.398059, 4.945763 52.397743, 4.946564 52.397901, 4.947338 52.398624, 4.950756 52.397604, 4.949139 52.39557, 4.94649 52.396353, 4.944212 52.393486, 4.943376 52.393734, 4.940938 52.39446))"
449,N68c,Werengouw Midden,N68,N,375722.0,"POLYGON ((4.950756 52.397604, 4.952931 52.396957, 4.953172 52.396876, 4.953402 52.396784, 4.953724 52.396625, 4.954014 52.396445, 4.954187 52.396313, 4.954343 52.396174, 4.95454 52.395952, 4.95731 52.392178, 4.951936 52.390702, 4.951605 52.391285, 4.944212 52.393486, 4.94649 52.396353, 4.949139 52.39557, 4.950756 52.397604))"
450,N68d,Markengouw Midden,N68,N,405056.0,"POLYGON ((4.950756 52.397604, 4.953965 52.401641, 4.954919 52.401086, 4.955712 52.400606, 4.956568 52.400056, 4.957664 52.399312, 4.958319 52.398838, 4.95896 52.398354, 4.959711 52.397749, 4.960517 52.397056, 4.961231 52.396393, 4.961667 52.395965, 4.961982 52.395643, 4.962813 52.394736, 4.963547 52.393883, 4.95731 52.392178, 4.95454 52.395952, 4.954343 52.396174, 4.954187 52.396313, 4.954014 52.396445, 4.953724 52.396625, 4.953402 52.396784, 4.953172 52.396876, 4.952931 52.396957, 4.950756 52.397604))"
451,N68e,Markengouw Zuid,N68,N,226452.0,"POLYGON ((4.95731 52.392178, 4.963547 52.393883, 4.966862 52.389994, 4.962964 52.389063, 4.960436 52.388537, 4.960374 52.388518, 4.960304 52.388484, 4.960164 52.388553, 4.960001 52.388666, 4.959814 52.388846, 4.959419 52.389302, 4.959001 52.389838, 4.958633 52.390375, 4.957678 52.391651, 4.95731 52.392178))"
452,N68f,Werengouw Zuid,N68,N,220881.0,"POLYGON ((4.951936 52.390702, 4.95731 52.392178, 4.957678 52.391651, 4.958633 52.390375, 4.959001 52.389838, 4.959419 52.389302, 4.959814 52.388846, 4.960001 52.388666, 4.960164 52.388553, 4.960304 52.388484, 4.960237 52.38843, 4.960122 52.388273, 4.960068 52.388235, 4.95997 52.388198, 4.95391 52.38674, 4.952428 52.386302, 4.952429 52.386713, 4.952429 52.389823, 4.951936 52.390702))"
453,N71c,Papaverweg e.o.,N71,N,695243.0,"POLYGON ((4.896029 52.398058, 4.896776 52.398647, 4.900195 52.401467, 4.900272 52.401532, 4.900816 52.402297, 4.902115 52.403776, 4.902409 52.404045, 4.903219 52.403512, 4.903895 52.402958, 4.904078 52.402847, 4.908338 52.401226, 4.908798 52.401063, 4.908872 52.401016, 4.908921 52.40094, 4.909139 52.399797, 4.90989 52.398477, 4.909884 52.39843, 4.909864 52.398397, 4.909178 52.397735, 4.910295 52.397292, 4.910388 52.397242, 4.910508 52.397159, 4.910603 52.39707, 4.910674 52.396975, 4.911997 52.394701, 4.912609 52.393806, 4.91274 52.39356, 4.91282 52.393335, 4.912851 52.393203, 4.912934 52.392532, 4.912916 52.392422, 4.912872 52.392314, 4.912804 52.392211, 4.912737 52.392138, 4.910886 52.39285, 4.909563 52.392942, 4.908563 52.39332, 4.896029 52.398058))"
454,N71e,Cornelis Douwesterrein,N71,N,1389640.0,"POLYGON ((4.863631 52.413897, 4.867768 52.418262, 4.8694 52.417692, 4.87006 52.41744, 4.870426 52.417285, 4.870782 52.417123, 4.872692 52.416223, 4.872893 52.416143, 4.872999 52.416111, 4.87311 52.416083, 4.873339 52.416043, 4.873459 52.416031, 4.873697 52.416023, 4.875014 52.416122, 4.875046 52.416027, 4.875099 52.415924, 4.875225 52.415763, 4.875398 52.415618, 4.875563 52.415516, 4.877946 52.414392, 4.877977 52.414392, 4.878167 52.414451, 4.878189 52.414451, 4.879189 52.413984, 4.879222 52.413984, 4.87935 52.413922, 4.87955 52.413827, 4.879449 52.413743, 4.87941 52.413682, 4.879414 52.413632, 4.879451 52.413588, 4.88021 52.413138, 4.880511 52.412971, 4.881889 52.412309, 4.881862 52.412295, 4.882308 52.412064, 4.882803 52.411844, 4.884146 52.411204, 4.884978 52.410842, 4.885878 52.410423, 4.885941 52.410403, 4.886048 52.410395, 4.886091 52.410305, 4.890065 52.408424, 4.890116 52.408375, 4.890113 52.408324, 4.890259 52.408262, 4.890317 52.408271, 4.890371 52.408262, 4.890513 52.408189, 4.891632 52.407607, 4.892368 52.407182, 4.892546 52.407058, 4.891549 52.405649, 4.891151 52.405282, 4.888595 52.406503, 4.885448 52.404002, 4.884035 52.402846, 4.882702 52.401695, 4.87355 52.408292, 4.870992 52.410124, 4.867103 52.412378, 4.863879 52.413807, 4.863631 52.413897))"
455,N71f,NDSM terrein,N71,N,794760.0,"POLYGON ((4.892546 52.407058, 4.892643 52.406978, 4.892772 52.406845, 4.892884 52.406696, 4.892971 52.406523, 4.89302 52.40636, 4.893154 52.405249, 4.893184 52.40511, 4.893221 52.405016, 4.893275 52.404921, 4.893512 52.404618, 4.89393 52.404427, 4.894614 52.404137, 4.900195 52.401467, 4.896776 52.398647, 4.896029 52.398058, 4.895111 52.397378, 4.894638 52.397044, 4.893914 52.396553, 4.893421 52.396231, 4.892665 52.395758, 4.89156 52.395105, 4.889775 52.396405, 4.885861 52.39937, 4.882702 52.401695, 4.884035 52.402846, 4.885448 52.404002, 4.888595 52.406503, 4.891151 52.405282, 4.891549 52.405649, 4.892546 52.407058))"
456,N71g,Buiksloterham,N71,N,658682.0,"POLYGON ((4.89156 52.395105, 4.892665 52.395758, 4.893421 52.396231, 4.893914 52.396553, 4.894638 52.397044, 4.895111 52.397378, 4.896029 52.398058, 4.908563 52.39332, 4.907432 52.392183, 4.906677 52.391497, 4.906445 52.391238, 4.906251 52.390968, 4.906097 52.390689, 4.905984 52.390401, 4.905913 52.39011, 4.905886 52.389815, 4.905901 52.38952, 4.905958 52.389227, 4.906059 52.388896, 4.903144 52.388376, 4.902004 52.390686, 4.901463 52.390633, 4.901446 52.390675, 4.898626 52.390351, 4.898623 52.390363, 4.894675 52.389933, 4.893986 52.392045, 4.89366 52.392817, 4.893215 52.393557, 4.892659 52.394199, 4.892007 52.394779, 4.89156 52.395105))"
457,N71h,Overhoeks,N71,N,513212.0,"POLYGON ((4.906059 52.388896, 4.907161 52.386675, 4.907213 52.386512, 4.907224 52.386429, 4.907219 52.386305, 4.907191 52.386182, 4.907141 52.386062, 4.906715 52.385397, 4.906621 52.385276, 4.906508 52.38516, 4.906375 52.385052, 4.906174 52.38492, 4.906006 52.384833, 4.90006 52.382147, 4.899479 52.382478, 4.898772 52.382963, 4.898664 52.383037, 4.897915 52.383668, 4.897311 52.384263, 4.896764 52.384879, 4.896247 52.385641, 4.895878 52.386354, 4.895661 52.386915, 4.895084 52.388684, 4.894675 52.389933, 4.898623 52.390363, 4.898626 52.390351, 4.901446 52.390675, 4.901463 52.390633, 4.902004 52.390686, 4.903144 52.388376, 4.906059 52.388896))"
458,N72a,Bedrijventerrein Hamerstraat,N72,N,499286.0,"POLYGON ((4.918945 52.385508, 4.919292 52.385602, 4.919651 52.385677, 4.921926 52.386014, 4.922137 52.386063, 4.922331 52.386133, 4.922502 52.386223, 4.922645 52.38633, 4.923919 52.387557, 4.924884 52.387551, 4.928294 52.386241, 4.928035 52.385978, 4.937355 52.382401, 4.931087 52.382134, 4.922456 52.381097, 4.919858 52.380804, 4.919044 52.383392, 4.91912 52.383559, 4.918819 52.384485, 4.919256 52.384533, 4.918945 52.385508))"
459,N72b,Zamenhofstraat e.o.,N72,N,390041.0,"POLYGON ((4.928294 52.386241, 4.928391 52.386339, 4.928508 52.386293, 4.929671 52.387413, 4.932229 52.386431, 4.932307 52.386415, 4.932373 52.386418, 4.932418 52.38643, 4.932468 52.386456, 4.9325 52.386491, 4.932967 52.387599, 4.93303 52.387598, 4.933155 52.387579, 4.937583 52.386867, 4.938371 52.386727, 4.944534 52.385632, 4.943187 52.382503, 4.939831 52.382506, 4.937355 52.382401, 4.928035 52.385978, 4.928294 52.386241))"
460,N72c,Bedrijventerrein Nieuwendammerdijk,N72,N,219254.0,"POLYGON ((4.943187 52.382503, 4.944534 52.385632, 4.944738 52.38609, 4.945226 52.386015, 4.945542 52.385977, 4.945719 52.385933, 4.945931 52.385852, 4.946764 52.385731, 4.946859 52.385735, 4.946947 52.38576, 4.947009 52.385798, 4.947049 52.385852, 4.947099 52.385893, 4.947159 52.385919, 4.947254 52.385935, 4.948188 52.385864, 4.94905 52.385826, 4.949683 52.385813, 4.949948 52.385815, 4.950639 52.385849, 4.950867 52.385872, 4.951037 52.3859, 4.95123 52.385946, 4.952428 52.386302, 4.952428 52.382564, 4.949585 52.382495, 4.943187 52.382503))"
461,T92a,Hoofdcentrum Zuidoost,T92,T,342088.0,"POLYGON ((4.94021 52.319328, 4.940354 52.319157, 4.940257 52.319056, 4.940693 52.318533, 4.940914 52.318506, 4.941416 52.317943, 4.941952 52.317451, 4.942951 52.315963, 4.942979 52.315825, 4.942965 52.31575, 4.943617 52.315128, 4.943718 52.315131, 4.94382 52.315016, 4.943948 52.314873, 4.943925 52.314813, 4.943972 52.314666, 4.946359 52.312055, 4.942527 52.310722, 4.941598 52.311676, 4.937991 52.310468, 4.936571 52.312103, 4.936116 52.312575, 4.936356 52.312658, 4.935233 52.313883, 4.938728 52.315085, 4.938741 52.31563, 4.938656 52.315792, 4.938121 52.316376, 4.938045 52.3165, 4.939834 52.317114, 4.939994 52.317465, 4.940255 52.318097, 4.940312 52.318196, 4.940335 52.318296, 4.939589 52.319114, 4.94021 52.319328))"
462,T92c,Amstel III deel C/D Noord,T92,T,989676.0,"POLYGON ((4.936116 52.312575, 4.936571 52.312103, 4.937991 52.310468, 4.939838 52.308453, 4.940315 52.307974, 4.9405 52.307718, 4.940704 52.307377, 4.940777 52.307232, 4.940973 52.306759, 4.941055 52.30661, 4.941155 52.306463, 4.942191 52.305294, 4.94416 52.303142, 4.944455 52.302768, 4.944779 52.302252, 4.945144 52.301797, 4.947118 52.299643, 4.939246 52.296934, 4.937084 52.29944, 4.937143 52.299464, 4.937048 52.299578, 4.936033 52.300721, 4.934872 52.301937, 4.93494 52.301963, 4.93414 52.302734, 4.933688 52.303098, 4.933221 52.303548, 4.932724 52.304257, 4.932491 52.30447, 4.931686 52.30502, 4.930497 52.306158, 4.930259 52.306425, 4.929477 52.307409, 4.929829 52.30751, 4.92942 52.307824, 4.929912 52.308098, 4.929332 52.308527, 4.929619 52.308808, 4.929974 52.308986, 4.930307 52.309177, 4.930068 52.309334, 4.930436 52.309539, 4.93166 52.310262, 4.932404 52.310739, 4.934142 52.311898, 4.936116 52.312575))"
463,T92e,Amstel III deel C/D Zuid,T92,T,360075.0,"POLYGON ((4.939246 52.296934, 4.947118 52.299643, 4.948923 52.2977, 4.950053 52.296468, 4.951268 52.295122, 4.947768 52.293915, 4.946012 52.293322, 4.943202 52.292352, 4.939246 52.296934))"
464,T92g,Hoge Dijk,T92,T,1605320.0,"POLYGON ((4.943202 52.292352, 4.946012 52.293322, 4.947768 52.293915, 4.951699 52.289612, 4.95185 52.289477, 4.95207 52.289335, 4.95228 52.289237, 4.954918 52.288228, 4.955133 52.28816, 4.955271 52.28813, 4.95546 52.288103, 4.955702 52.28809, 4.958172 52.288137, 4.958441 52.288151, 4.958743 52.288202, 4.958948 52.288259, 4.962077 52.289384, 4.964923 52.290353, 4.966096 52.290741, 4.966288 52.290458, 4.969309 52.287123, 4.969745 52.286609, 4.970005 52.286362, 4.971842 52.284355, 4.97136 52.284036, 4.970901 52.283782, 4.970669 52.283641, 4.970268 52.283424, 4.969989 52.283246, 4.96991 52.283185, 4.969856 52.28316, 4.96975 52.283126, 4.969723 52.283109, 4.969382 52.281951, 4.969394 52.281819, 4.969377 52.281776, 4.969242 52.281617, 4.969212 52.281571, 4.969147 52.281417, 4.96903 52.28126, 4.968974 52.281161, 4.968817 52.280968, 4.968783 52.280886, 4.968757 52.28072, 4.968706 52.280679, 4.968545 52.280604, 4.96833 52.280407, 4.96821 52.280265, 4.96807 52.280054, 4.96788 52.279837, 4.967677 52.279577, 4.967579 52.279556, 4.96752 52.279597, 4.967408 52.279651, 4.966845 52.279872, 4.966732 52.279926, 4.966627 52.279987, 4.966494 52.280091, 4.966404 52.280194, 4.966329 52.280336, 4.9663 52.280457, 4.96628 52.280774, 4.966255 52.280881, 4.966224 52.280965, 4.966169 52.280974, 4.965983 52.280833, 4.965805 52.280643, 4.965713 52.280573, 4.965617 52.280524, 4.965517 52.280488, 4.965319 52.280443, 4.965134 52.280409, 4.964847 52.280377, 4.964679 52.280375, 4.964261 52.280402, 4.964161 52.280402, 4.96393 52.280387, 4.963327 52.280308, 4.963189 52.280298, 4.96255 52.28028, 4.962384 52.280255, 4.962322 52.280238, 4.962249 52.280203, 4.962178 52.280159, 4.962134 52.280111, 4.96188 52.279707, 4.961636 52.279179, 4.961499 52.278837, 4.961339 52.27852, 4.961257 52.278388, 4.961057 52.278169, 4.960765 52.278236, 4.960476 52.278287, 4.960301 52.278312, 4.959971 52.278341, 4.959656 52.278349, 4.958859 52.278324, 4.958667 52.278337, 4.958417 52.278398, 4.95805 52.278534, 4.957812 52.278607, 4.957492 52.278648, 4.957147 52.278665, 4.956776 52.278666, 4.956567 52.278636, 4.95574 52.278413, 4.955246 52.278301, 4.953765 52.280166, 4.951842 52.282438, 4.952095 52.282529, 4.947679 52.287218, 4.94699 52.287961, 4.94641 52.288557, 4.946459 52.288575, 4.943202 52.292352))"
465,T93a,Velserpolder West,T93,T,498418.0,"POLYGON ((4.941878 52.326147, 4.942644 52.325299, 4.94283 52.325048, 4.943062 52.324948, 4.943358 52.324567, 4.944591 52.323187, 4.945043 52.322801, 4.945289 52.322643, 4.945455 52.322522, 4.945822 52.322228, 4.946936 52.321014, 4.947253 52.320694, 4.947383 52.320607, 4.94748 52.320564, 4.947609 52.320524, 4.947579 52.320458, 4.947574 52.320404, 4.947591 52.320337, 4.947622 52.320286, 4.948126 52.31975, 4.950458 52.317161, 4.9463 52.315733, 4.945777 52.315585, 4.945453 52.315502, 4.945131 52.315442, 4.944612 52.315288, 4.94382 52.315016, 4.943718 52.315131, 4.943617 52.315128, 4.942965 52.31575, 4.942979 52.315825, 4.942951 52.315963, 4.941952 52.317451, 4.941416 52.317943, 4.940914 52.318506, 4.940693 52.318533, 4.940257 52.319056, 4.940354 52.319157, 4.94021 52.319328, 4.941046 52.319614, 4.940489 52.32034, 4.940377 52.320501, 4.940209 52.320809, 4.940075 52.321147, 4.939994 52.321444, 4.93993 52.32193, 4.939765 52.322023, 4.939575 52.322106, 4.939448 52.322173, 4.939142 52.322383, 4.938949 52.322498, 4.93863 52.322733, 4.938521 52.322797, 4.938371 52.322833, 4.938259 52.322895, 4.938 52.323056, 4.937805 52.323229, 4.937623 52.323294, 4.937861 52.323754, 4.937965 52.324117, 4.938268 52.324139, 4.938552 52.324184, 4.938615 52.32421, 4.938694 52.32428, 4.939322 52.32477, 4.93937 52.32483, 4.939465 52.324908, 4.939856 52.325186, 4.939862 52.325183, 4.939889 52.325201, 4.939979 52.325281, 4.940352 52.32555, 4.940497 52.325672, 4.941878 52.326147))"
466,T93b,Venserpolder Oost,T93,T,322715.0,"POLYGON ((4.941878 52.326147, 4.947662 52.328133, 4.95268 52.322638, 4.952865 52.32243, 4.947797 52.32066, 4.947675 52.320593, 4.947609 52.320524, 4.94748 52.320564, 4.947383 52.320607, 4.947253 52.320694, 4.946936 52.321014, 4.945822 52.322228, 4.945455 52.322522, 4.945289 52.322643, 4.945043 52.322801, 4.944591 52.323187, 4.943358 52.324567, 4.943062 52.324948, 4.94283 52.325048, 4.942644 52.325299, 4.941878 52.326147))"
467,T93c,D-buurt,T93,T,277037.0,"POLYGON ((4.947609 52.320524, 4.947675 52.320593, 4.947797 52.32066, 4.952865 52.32243, 4.95268 52.322638, 4.955004 52.323439, 4.954988 52.323457, 4.955029 52.323472, 4.955046 52.323453, 4.955177 52.323496, 4.956755 52.324039, 4.959336 52.321213, 4.9582 52.320824, 4.958066 52.320973, 4.956776 52.321051, 4.954524 52.320283, 4.95444 52.320194, 4.954316 52.320015, 4.954274 52.319922, 4.954229 52.319729, 4.95424 52.319535, 4.954306 52.319346, 4.954424 52.319166, 4.954542 52.319028, 4.954592 52.31891, 4.954599 52.318829, 4.954582 52.318749, 4.954544 52.318671, 4.954486 52.318599, 4.954364 52.318503, 4.954206 52.31843, 4.951522 52.317546, 4.951344 52.31732, 4.951822 52.316798, 4.95104 52.316524, 4.950458 52.317161, 4.948126 52.31975, 4.947622 52.320286, 4.947591 52.320337, 4.947574 52.320404, 4.947579 52.320458, 4.947609 52.320524))"
