,neighbourhood_code,neigbourhood,neighbourhood_combination_code,district_code,surface_m2,geometry
32,K25b,Van der Helstpleinbuurt,K25,K,136228.0,"POLYGON ((4.901245 52.354821, 4.901626 52.35432, 4.901999 52.353908, 4.902548 52.353251, 4.902823 52.352768, 4.903032 52.352164, 4.898961 52.35159, 4.898091 52.351829, 4.897679 52.35177, 4.897588 52.351717, 4.894748 52.351315, 4.894774 52.351421, 4.8946 52.351881, 4.894912 52.351929, 4.894906 52.351995, 4.894837 52.35262, 4.894789 52.352887, 4.894556 52.353242, 4.89909 52.354142, 4.901245 52.354821))"
33,K25c,Lizzy Ansinghbuurt,K25,K,127547.0,"POLYGON ((4.891135 52.352784, 4.894556 52.353242, 4.894789 52.352887, 4.894837 52.35262, 4.894906 52.351995, 4.894912 52.351929, 4.8946 52.351881, 4.894774 52.351421, 4.894748 52.351315, 4.894559 52.350563, 4.894543 52.350432, 4.894642 52.35002, 4.895296 52.34826, 4.895263 52.348005, 4.89128 52.348221, 4.891596 52.350537, 4.891597 52.350622, 4.891579 52.350744, 4.891362 52.35139, 4.891358 52.35148, 4.891395 52.351986, 4.891377 52.352137, 4.891204 52.352569, 4.891135 52.352784))"
34,K25d,Cornelis Troostbuurt,K25,K,156513.0,"POLYGON ((4.886282 52.348466, 4.886527 52.350649, 4.886487 52.351899, 4.886486 52.352229, 4.886787 52.352223, 4.887074 52.352241, 4.891135 52.352784, 4.891204 52.352569, 4.891377 52.352137, 4.891395 52.351986, 4.891358 52.35148, 4.891362 52.35139, 4.891579 52.350744, 4.891597 52.350622, 4.891596 52.350537, 4.89128 52.348221, 4.886282 52.348466))"
35,K44a,Surinamepleinbuurt,K44,K,89405.1,"POLYGON ((4.850287 52.357909, 4.850575 52.357904, 4.852176 52.357916, 4.852426 52.3579, 4.85258 52.357904, 4.852718 52.357913, 4.852844 52.357932, 4.853008 52.357981, 4.853405 52.358066, 4.853551 52.35809, 4.853623 52.358085, 4.853897 52.358017, 4.854781 52.357748, 4.85433 52.357175, 4.854123 52.356515, 4.853773 52.355339, 4.853694 52.355243, 4.853553 52.354769, 4.853381 52.354786, 4.852438 52.354801, 4.852116 52.354839, 4.851851 52.354843, 4.851626 52.354876, 4.850343 52.354865, 4.850287 52.357909))"
36,A00a,Kop Zeedijk,A00,A,80490.5,"POLYGON ((4.897079 52.375498, 4.89914 52.376964, 4.899692 52.377295, 4.900967 52.377234, 4.901959 52.377236, 4.902452 52.377133, 4.902978 52.376682, 4.903254 52.376582, 4.902273 52.376134, 4.901267 52.374166, 4.900586 52.374395, 4.90048 52.374411, 4.900275 52.374478, 4.900202 52.374482, 4.899666 52.374671, 4.899406 52.374742, 4.899232 52.374781, 4.898001 52.37523, 4.897889 52.375152, 4.897079 52.375498))"
37,A00e,BG-terrein e.o.,A00,A,101294.0,"POLYGON ((4.892392 52.369073, 4.893511 52.369169, 4.893667 52.369209, 4.894263 52.369223, 4.894754 52.370754, 4.894826 52.37089, 4.894959 52.371043, 4.895203 52.371292, 4.895877 52.371853, 4.897063 52.371431, 4.898754 52.370987, 4.896366 52.36849, 4.896232 52.368283, 4.895786 52.367804, 4.895497 52.36751, 4.895413 52.367442, 4.895269 52.36736, 4.895107 52.367331, 4.89483 52.3673, 4.894322 52.36728, 4.894148 52.367281, 4.892891 52.368324, 4.892436 52.368956, 4.892392 52.369073))"
38,A01a,Stationsplein e.o.,A01,A,260407.0,"POLYGON ((4.895468 52.379848, 4.895806 52.380136, 4.896656 52.381052, 4.898772 52.382963, 4.899479 52.382478, 4.90006 52.382147, 4.900368 52.381972, 4.901184 52.381555, 4.902096 52.381189, 4.902263 52.381121, 4.903264 52.380767, 4.904313 52.380456, 4.905475 52.380197, 4.906006 52.380099, 4.906409 52.380033, 4.904286 52.377926, 4.903545 52.377165, 4.903254 52.376582, 4.902978 52.376682, 4.902452 52.377133, 4.901959 52.377236, 4.900967 52.377234, 4.899692 52.377295, 4.898868 52.377733, 4.898687 52.377982, 4.898539 52.378136, 4.898441 52.378219, 4.898167 52.378427, 4.898047 52.378507, 4.89793 52.378571, 4.897713 52.37867, 4.897527 52.378753, 4.895468 52.379848))"
39,A01b,Hemelrijk,A01,A,62939.6,"POLYGON ((4.892082 52.377024, 4.893914 52.378688, 4.894003 52.378758, 4.89434 52.379022, 4.895194 52.379616, 4.895468 52.379848, 4.897527 52.378753, 4.897713 52.37867, 4.896894 52.377994, 4.896068 52.377813, 4.89591 52.377771, 4.895759 52.37771, 4.895597 52.377605, 4.895104 52.377139, 4.894966 52.377032, 4.894793 52.376918, 4.894417 52.376728, 4.8942 52.376602, 4.892082 52.377024))"
40,A01d,Spuistraat Noord,A01,A,56780.6,"POLYGON ((4.888855 52.373252, 4.888908 52.373432, 4.889259 52.374301, 4.889303 52.374454, 4.889673 52.374813, 4.891181 52.376184, 4.891314 52.376317, 4.892082 52.377024, 4.8942 52.376602, 4.893581 52.376214, 4.89335 52.376065, 4.89245 52.375451, 4.892069 52.375184, 4.891923 52.375057, 4.891756 52.374866, 4.891351 52.374444, 4.890937 52.373982, 4.890883 52.373892, 4.890647 52.373378, 4.890589 52.373166, 4.888855 52.373252))"
41,A01e,Nieuwe Kerk e.o.,A01,A,84185.5,"POLYGON ((4.890589 52.373166, 4.890647 52.373378, 4.890883 52.373892, 4.890937 52.373982, 4.891351 52.374444, 4.891756 52.374866, 4.891923 52.375057, 4.892069 52.375184, 4.89245 52.375451, 4.89335 52.376065, 4.893581 52.376214, 4.8951 52.376199, 4.895341 52.376174, 4.895472 52.376148, 4.895622 52.376108, 4.895701 52.376028, 4.896266 52.375811, 4.896474 52.375756, 4.894363 52.374059, 4.893565 52.373481, 4.893299 52.373193, 4.89307 52.372814, 4.893011 52.372699, 4.892974 52.3727, 4.892125 52.372735, 4.891751 52.372717, 4.891369 52.372711, 4.890605 52.372635, 4.890572 52.372958, 4.890589 52.373166))"
42,A01f,Spuistraat Zuid,A01,A,67106.3,"POLYGON ((4.888855 52.373252, 4.890589 52.373166, 4.890572 52.372958, 4.890605 52.372635, 4.890646 52.372243, 4.890679 52.371633, 4.890673 52.371532, 4.890644 52.371414, 4.890602 52.37132, 4.890329 52.370844, 4.890211 52.370693, 4.890059 52.370541, 4.889709 52.370086, 4.88951 52.369702, 4.889353 52.369342, 4.889302 52.3689, 4.88927 52.368827, 4.88919 52.368695, 4.889104 52.368593, 4.889019 52.36851, 4.88854 52.368122, 4.88806 52.368491, 4.887852 52.368719, 4.88784 52.368757, 4.887827 52.368796, 4.888126 52.370293, 4.888509 52.372316, 4.888765 52.37303, 4.888821 52.373139, 4.888855 52.373252))"
43,A01h,Kalverdriehoek,A01,A,60379.2,"POLYGON ((4.88854 52.368122, 4.889019 52.36851, 4.889104 52.368593, 4.88919 52.368695, 4.889756 52.368778, 4.890219 52.368855, 4.890469 52.368825, 4.890967 52.368908, 4.891147 52.368976, 4.891271 52.368992, 4.892014 52.369043, 4.892392 52.369073, 4.892436 52.368956, 4.892891 52.368324, 4.894148 52.367281, 4.89388 52.367282, 4.893806 52.367258, 4.893357 52.366963, 4.89329 52.366936, 4.893152 52.3669, 4.89275 52.366893, 4.891744 52.366908, 4.89116 52.366963, 4.8901 52.367133, 4.88964 52.367277, 4.88854 52.368122))"
44,A02a,Langestraat e.o.,A02,A,123316.0,"POLYGON ((4.886206 52.378081, 4.887129 52.379088, 4.888166 52.380209, 4.888436 52.380514, 4.889847 52.379723, 4.890133 52.379624, 4.890238 52.379592, 4.891719 52.379263, 4.892009 52.379258, 4.893525 52.378937, 4.893684 52.378894, 4.894003 52.378758, 4.893914 52.378688, 4.892082 52.377024, 4.891314 52.376317, 4.8899 52.376891, 4.889544 52.376947, 4.886206 52.378081))"
45,A02b,Leliegracht e.o.,A02,A,173446.0,"POLYGON ((4.883069 52.373984, 4.883133 52.374672, 4.883155 52.374744, 4.884779 52.376522, 4.886206 52.378081, 4.889544 52.376947, 4.8899 52.376891, 4.891314 52.376317, 4.891181 52.376184, 4.889673 52.374813, 4.889303 52.374454, 4.889259 52.374301, 4.888908 52.373432, 4.888855 52.373252, 4.886899 52.373412, 4.886646 52.373451, 4.88649 52.373491, 4.886303 52.373561, 4.885833 52.373816, 4.885718 52.37387, 4.885549 52.37393, 4.885387 52.373969, 4.885157 52.37399, 4.883385 52.374057, 4.883069 52.373984))"
46,A02c,Felix Meritisbuurt,A02,A,203183.0,"POLYGON ((4.882614 52.368924, 4.883069 52.373984, 4.883385 52.374057, 4.885157 52.37399, 4.885387 52.373969, 4.885549 52.37393, 4.885718 52.37387, 4.885833 52.373816, 4.886303 52.373561, 4.88649 52.373491, 4.886646 52.373451, 4.886899 52.373412, 4.888855 52.373252, 4.888821 52.373139, 4.888765 52.37303, 4.888509 52.372316, 4.888126 52.370293, 4.887827 52.368796, 4.88784 52.368757, 4.887678 52.368747, 4.887279 52.368754, 4.886622 52.368784, 4.884412 52.368854, 4.882614 52.368924))"
47,A02d,Leidsegracht Noord,A02,A,69128.9,"POLYGON ((4.882602 52.368748, 4.882614 52.368924, 4.884412 52.368854, 4.886622 52.368784, 4.887279 52.368754, 4.887678 52.368747, 4.88784 52.368757, 4.887852 52.368719, 4.88806 52.368491, 4.887719 52.368385, 4.886703 52.368032, 4.886666 52.367539, 4.885875 52.367238, 4.885165 52.367004, 4.88462 52.366806, 4.882798 52.366169, 4.882742 52.366238, 4.882548 52.366571, 4.882432 52.366657, 4.882424 52.366736, 4.882602 52.368748))"
48,A03a,Spiegelbuurt,A03,A,94255.0,"POLYGON ((4.884468 52.365018, 4.887919 52.366651, 4.888269 52.366772, 4.888399 52.366684, 4.890342 52.365583, 4.890529 52.365492, 4.890057 52.364945, 4.889442 52.364259, 4.888034 52.362685, 4.887968 52.362706, 4.887875 52.362766, 4.884754 52.364831, 4.884572 52.364936, 4.884468 52.365018))"
49,A03b,Gouden Bocht,A03,A,55504.9,"POLYGON ((4.888269 52.366772, 4.888399 52.366815, 4.888627 52.366865, 4.888933 52.366967, 4.890209 52.366475, 4.891435 52.36631, 4.891642 52.366299, 4.892649 52.366146, 4.893155 52.366082, 4.893008 52.365633, 4.892897 52.365417, 4.892359 52.36385, 4.889507 52.364239, 4.889442 52.364259, 4.890057 52.364945, 4.890529 52.365492, 4.890342 52.365583, 4.888399 52.366684, 4.888269 52.366772))"
50,A03c,Van Loonbuurt,A03,A,153344.0,"POLYGON ((4.888034 52.362685, 4.889442 52.364259, 4.889507 52.364239, 4.892359 52.36385, 4.892897 52.365417, 4.893008 52.365633, 4.893155 52.366082, 4.895787 52.365719, 4.895845 52.365159, 4.895873 52.364747, 4.896088 52.361612, 4.895908 52.361597, 4.888099 52.362665, 4.888034 52.362685))"
51,A03d,Amstelveldbuurt,A03,A,147812.0,"POLYGON ((4.895873 52.364747, 4.896907 52.364959, 4.901218 52.365771, 4.901556 52.365154, 4.90277 52.362797, 4.896516 52.361659, 4.896345 52.361633, 4.896088 52.361612, 4.895873 52.364747))"
52,A03e,Rembrandtpleinbuurt,A03,A,76833.6,"POLYGON ((4.895269 52.36736, 4.896077 52.367371, 4.897127 52.367421, 4.89725 52.36742, 4.898241 52.367312, 4.898795 52.367255, 4.899285 52.367165, 4.900752 52.366617, 4.901218 52.365771, 4.896907 52.364959, 4.895873 52.364747, 4.895845 52.365159, 4.895787 52.365719, 4.895765 52.366035, 4.895893 52.366295, 4.895763 52.367004, 4.895269 52.36736))"
53,A04b,Scheepvaarthuisbuurt,A04,A,107796.0,"POLYGON ((4.904283 52.376209, 4.905176 52.375879, 4.909261 52.374082, 4.909575 52.37396, 4.907869 52.372776, 4.9072 52.372439, 4.90637 52.372068, 4.905855 52.372327, 4.903651 52.373559, 4.903529 52.373655, 4.903448 52.373745, 4.90318 52.374167, 4.903128 52.374334, 4.903131 52.374478, 4.903323 52.375047, 4.903805 52.375407, 4.904283 52.376209))"
54,A04c,Rapenburg,A04,A,165957.0,"POLYGON ((4.90637 52.372068, 4.9072 52.372439, 4.907869 52.372776, 4.909575 52.37396, 4.910917 52.374892, 4.911379 52.374933, 4.912723 52.375056, 4.913058 52.374533, 4.913255 52.374158, 4.913391 52.37383, 4.91351 52.373434, 4.913585 52.373016, 4.913608 52.372595, 4.91359 52.372257, 4.913517 52.371819, 4.913413 52.37146, 4.911127 52.36996, 4.910789 52.370152, 4.910508 52.370208, 4.909648 52.370706, 4.909154 52.370378, 4.908309 52.370843, 4.907323 52.37153, 4.906673 52.371917, 4.90637 52.372068))"
55,A04d,Lastage,A04,A,77790.0,"POLYGON ((4.900935 52.373487, 4.901267 52.374166, 4.902273 52.376134, 4.903254 52.376582, 4.904283 52.376209, 4.903805 52.375407, 4.903323 52.375047, 4.903131 52.374478, 4.903128 52.374334, 4.90318 52.374167, 4.903448 52.373745, 4.903529 52.373655, 4.903651 52.373559, 4.905855 52.372327, 4.90637 52.372068, 4.905795 52.371814, 4.904812 52.371408, 4.904237 52.371754, 4.901355 52.373362, 4.900935 52.373487))"
56,A04f,Uilenburg,A04,A,106901.0,"POLYGON ((4.90112 52.369614, 4.901634 52.369959, 4.902152 52.370274, 4.904812 52.371408, 4.905795 52.371814, 4.90637 52.372068, 4.906673 52.371917, 4.907323 52.37153, 4.908309 52.370843, 4.909154 52.370378, 4.908707 52.370155, 4.908219 52.370064, 4.903968 52.368439, 4.903716 52.368531, 4.902624 52.368978, 4.90112 52.369614))"
57,A04g,Valkenburg,A04,A,73590.3,"POLYGON ((4.903968 52.368439, 4.908219 52.370064, 4.908707 52.370155, 4.909154 52.370378, 4.909648 52.370706, 4.910508 52.370208, 4.910789 52.370152, 4.911127 52.36996, 4.910685 52.369692, 4.910037 52.369308, 4.909685 52.369061, 4.907104 52.367335, 4.905384 52.367925, 4.903968 52.368439))"
58,A04h,Zuiderkerkbuurt,A04,A,91005.1,"POLYGON ((4.898754 52.370987, 4.899295 52.371569, 4.899856 52.372216, 4.900467 52.372081, 4.900439 52.371985, 4.900435 52.371844, 4.90069 52.370111, 4.900785 52.36987, 4.900907 52.369704, 4.90112 52.369614, 4.90101 52.36954, 4.900946 52.369516, 4.900642 52.369288, 4.900305 52.369171, 4.900176 52.369068, 4.900085 52.369031, 4.898985 52.368025, 4.898703 52.367831, 4.898241 52.367312, 4.89725 52.36742, 4.897127 52.367421, 4.896077 52.367371, 4.895269 52.36736, 4.895413 52.367442, 4.895497 52.36751, 4.895786 52.367804, 4.896232 52.368283, 4.896366 52.36849, 4.898754 52.370987))"
59,A04i,Waterloopleinbuurt,A04,A,129558.0,"POLYGON ((4.90112 52.369614, 4.902624 52.368978, 4.903716 52.368531, 4.903968 52.368439, 4.905384 52.367925, 4.907104 52.367335, 4.906546 52.366977, 4.906371 52.366881, 4.906115 52.366757, 4.906035 52.366718, 4.905631 52.366605, 4.901835 52.365882, 4.901218 52.365771, 4.900752 52.366617, 4.899285 52.367165, 4.898795 52.367255, 4.898241 52.367312, 4.898703 52.367831, 4.898985 52.368025, 4.900085 52.369031, 4.900176 52.369068, 4.900305 52.369171, 4.900642 52.369288, 4.900946 52.369516, 4.90101 52.36954, 4.90112 52.369614))"
60,A05c,Haarlemmerbuurt West,A05,A,117365.0,"POLYGON ((4.88261 52.383885, 4.882653 52.383924, 4.882826 52.384127, 4.883024 52.384421, 4.883517 52.384947, 4.883929 52.385499, 4.884653 52.385192, 4.885093 52.384971, 4.88778 52.383467, 4.888149 52.383272, 4.888523 52.383092, 4.889386 52.382712, 4.890156 52.382356, 4.889909 52.382124, 4.889697 52.381898, 4.889398 52.381558, 4.888436 52.380514, 4.888069 52.38072, 4.883066 52.383512, 4.882965 52.383644, 4.882936 52.383694, 4.88261 52.383885))"
61,A05d,Westelijke eilanden,A05,A,216546.0,"POLYGON ((4.883929 52.385499, 4.884077 52.38566, 4.884338 52.385952, 4.8857 52.387994, 4.885751 52.38816, 4.885977 52.388122, 4.891015 52.388433, 4.891066 52.388269, 4.891178 52.387773, 4.890644 52.383238, 4.890749 52.382989, 4.890185 52.382388, 4.890156 52.382356, 4.889386 52.382712, 4.888523 52.383092, 4.888149 52.383272, 4.88778 52.383467, 4.885093 52.384971, 4.884653 52.385192, 4.883929 52.385499))"
62,A06a,Driehoekbuurt,A06,A,106081.0,"POLYGON ((4.882965 52.383644, 4.883066 52.383512, 4.888069 52.38072, 4.880366 52.379573, 4.882965 52.383644))"
63,A06c,Bloemgrachtbuurt,A06,A,127089.0,"POLYGON ((4.876926 52.373953, 4.876944 52.374039, 4.877073 52.374355, 4.877604 52.375198, 4.877796 52.375191, 4.884271 52.376591, 4.884471 52.376597, 4.884779 52.376522, 4.883155 52.374744, 4.883133 52.374672, 4.883069 52.373984, 4.876314 52.372307, 4.876366 52.37247, 4.876683 52.373285, 4.876785 52.373609, 4.876866 52.373795, 4.876926 52.373896, 4.876926 52.373953))"
64,A06d,Marnixbuurt Noord,A06,A,72103.3,"POLYGON ((4.879639 52.381924, 4.879704 52.381992, 4.879809 52.382061, 4.880101 52.382177, 4.880333 52.382298, 4.880486 52.382404, 4.880651 52.382558, 4.880761 52.382701, 4.881666 52.384172, 4.882536 52.383916, 4.88261 52.383885, 4.882936 52.383694, 4.882965 52.383644, 4.880366 52.379573, 4.879183 52.377698, 4.878691 52.37781, 4.878993 52.3783, 4.878166 52.378499, 4.879861 52.381212, 4.879872 52.381275, 4.879854 52.381333, 4.879631 52.38158, 4.879589 52.381655, 4.879572 52.381732, 4.879577 52.381802, 4.879597 52.381857, 4.879639 52.381924))"
65,A06f,Marnixbuurt Midden,A06,A,21598.0,"POLYGON ((4.875486 52.373402, 4.875474 52.373702, 4.875492 52.373936, 4.875514 52.374069, 4.876772 52.373945, 4.876926 52.373953, 4.876926 52.373896, 4.876866 52.373795, 4.876785 52.373609, 4.876683 52.373285, 4.876366 52.37247, 4.876314 52.372307, 4.875358 52.372075, 4.874504 52.371881, 4.874452 52.372052, 4.87444 52.372193, 4.874483 52.372316, 4.874556 52.372442, 4.874676 52.372587, 4.874782 52.372682, 4.87483 52.372719, 4.875169 52.372916, 4.875236 52.372966, 4.875295 52.373028, 4.875412 52.373189, 4.875461 52.373301, 4.875486 52.373402))"
66,A06g,Elandsgrachtbuurt,A06,A,207890.0,"POLYGON ((4.876314 52.372307, 4.883069 52.373984, 4.882614 52.368924, 4.882602 52.368748, 4.882281 52.36876, 4.882209 52.368757, 4.879075 52.367738, 4.878296 52.368844, 4.876206 52.371835, 4.876179 52.371894, 4.876314 52.372307))"
67,A06h,Passeerdersgrachtbuurt,A06,A,54677.0,"POLYGON ((4.879075 52.367738, 4.882209 52.368757, 4.882281 52.36876, 4.882602 52.368748, 4.882424 52.366736, 4.882432 52.366657, 4.882548 52.366571, 4.882742 52.366238, 4.882798 52.366169, 4.880913 52.365486, 4.880867 52.365531, 4.880491 52.366053, 4.880247 52.366338, 4.880023 52.366639, 4.87989 52.366602, 4.879075 52.367738))"
68,A06i,Groenmarktkadebuurt,A06,A,49460.3,"POLYGON ((4.874504 52.371881, 4.875358 52.372075, 4.876314 52.372307, 4.876179 52.371894, 4.876206 52.371835, 4.878296 52.368844, 4.877617 52.368705, 4.876808 52.368495, 4.876702 52.368644, 4.876661 52.368686, 4.876302 52.368959, 4.875992 52.369246, 4.875806 52.369454, 4.875674 52.369632, 4.875045 52.370675, 4.874504 52.371881))"
69,A06j,Marnixbuurt Zuid,A06,A,51246.6,"POLYGON ((4.876808 52.368495, 4.877617 52.368705, 4.878296 52.368844, 4.879075 52.367738, 4.87989 52.366602, 4.880023 52.366639, 4.880247 52.366338, 4.880491 52.366053, 4.880867 52.365531, 4.880913 52.365486, 4.880718 52.365419, 4.8801 52.365204, 4.879225 52.364917, 4.879232 52.36498, 4.879218 52.365119, 4.879163 52.365313, 4.87907 52.365494, 4.878867 52.365772, 4.878701 52.365939, 4.878534 52.366073, 4.878397 52.366165, 4.878137 52.366302, 4.877889 52.366459, 4.877656 52.366637, 4.877518 52.366764, 4.877431 52.366946, 4.877363 52.367126, 4.87732 52.367293, 4.877265 52.367695, 4.877199 52.36789, 4.877059 52.368145, 4.876808 52.368495))"
70,A07a,Leidsebuurt Noordwest,A07,A,28543.4,"POLYGON ((4.880718 52.365419, 4.880913 52.365486, 4.882798 52.366169, 4.882882 52.366067, 4.883505 52.365679, 4.884364 52.365101, 4.884468 52.365018, 4.883166 52.364395, 4.88298 52.364235, 4.88258 52.364513, 4.882294 52.364377, 4.881799 52.364733, 4.881681 52.364674, 4.880873 52.365278, 4.880718 52.365419))"
71,A07b,Leidsebuurt Zuidwest,A07,A,32565.0,"POLYGON ((4.879225 52.364917, 4.8801 52.365204, 4.880718 52.365419, 4.880873 52.365278, 4.881681 52.364674, 4.881799 52.364733, 4.882294 52.364377, 4.88258 52.364513, 4.88298 52.364235, 4.882588 52.363898, 4.881236 52.363262, 4.881121 52.363354, 4.880851 52.363535, 4.880708 52.363619, 4.880543 52.363702, 4.880215 52.363833, 4.879756 52.363964, 4.879584 52.364042, 4.879496 52.364101, 4.87942 52.364171, 4.879359 52.364251, 4.879317 52.364336, 4.879255 52.364507, 4.87923 52.364624, 4.879218 52.364741, 4.879225 52.364917))"
72,A07c,Leidsebuurt Noordoost,A07,A,61557.5,"POLYGON ((4.882588 52.363898, 4.88298 52.364235, 4.883166 52.364395, 4.884468 52.365018, 4.884572 52.364936, 4.884754 52.364831, 4.887875 52.362766, 4.887699 52.362551, 4.886829 52.361608, 4.883568 52.363233, 4.882588 52.363898))"
73,A07d,Leidsebuurt Zuidoost,A07,A,51083.2,"POLYGON ((4.881236 52.363262, 4.882588 52.363898, 4.883568 52.363233, 4.886829 52.361608, 4.886983 52.361531, 4.886785 52.361324, 4.88655 52.360978, 4.886443 52.360879, 4.8863 52.360772, 4.885386 52.361229, 4.884423 52.361711, 4.884245 52.361783, 4.884056 52.361839, 4.883849 52.36188, 4.883642 52.361903, 4.882634 52.36192, 4.882495 52.361932, 4.882392 52.36195, 4.882292 52.361976, 4.882097 52.362049, 4.881886 52.362155, 4.881797 52.362225, 4.881715 52.362315, 4.881621 52.362501, 4.881577 52.362757, 4.881516 52.362931, 4.881469 52.363025, 4.881413 52.36312, 4.881236 52.363262))"
74,A07e,Weteringbuurt,A07,A,136272.0,"POLYGON ((4.886829 52.361608, 4.887699 52.362551, 4.887875 52.362766, 4.887968 52.362706, 4.888034 52.362685, 4.888099 52.362665, 4.895908 52.361597, 4.896088 52.361612, 4.89618 52.360246, 4.896212 52.359867, 4.896184 52.359688, 4.890777 52.360017, 4.89012 52.360064, 4.890016 52.360082, 4.886983 52.361531, 4.886829 52.361608))"
75,A07f,Den Texbuurt,A07,A,112933.0,"POLYGON ((4.8863 52.360772, 4.886443 52.360879, 4.88655 52.360978, 4.886785 52.361324, 4.886983 52.361531, 4.890016 52.360082, 4.89012 52.360064, 4.890777 52.360017, 4.896184 52.359688, 4.896389 52.359675, 4.89639 52.359522, 4.896178 52.358039, 4.891044 52.358348, 4.890879 52.358362, 4.890695 52.358383, 4.890423 52.358427, 4.890038 52.358516, 4.889633 52.358648, 4.889431 52.358732, 4.889243 52.358825, 4.888919 52.359018, 4.888626 52.359236, 4.888411 52.359433, 4.888301 52.359567, 4.888181 52.359693, 4.887951 52.359889, 4.88766 52.360082, 4.887389 52.360225, 4.8863 52.360772))"
76,A07g,Utrechtsebuurt Zuid,A07,A,68778.9,"POLYGON ((4.896088 52.361612, 4.896345 52.361633, 4.896516 52.361659, 4.90277 52.362797, 4.90335 52.361648, 4.901194 52.361219, 4.89618 52.360246, 4.896088 52.361612))"
77,A07h,Frederikspleinbuurt,A07,A,155977.0,"POLYGON ((4.896178 52.358039, 4.89639 52.359522, 4.896389 52.359675, 4.896184 52.359688, 4.896212 52.359867, 4.89618 52.360246, 4.901194 52.361219, 4.90335 52.361648, 4.903415 52.361522, 4.904204 52.35994, 4.904633 52.359205, 4.904 52.359041, 4.901675 52.358588, 4.899246 52.358093, 4.89881 52.358006, 4.898561 52.357971, 4.898259 52.357941, 4.898039 52.357927, 4.896178 52.358039))"
78,A08a,Weesperbuurt,A08,A,279099.0,"POLYGON ((4.901218 52.365771, 4.901835 52.365882, 4.905631 52.366605, 4.906035 52.366718, 4.906115 52.366757, 4.906322 52.366611, 4.90736 52.366368, 4.907578 52.36629, 4.907752 52.36621, 4.907922 52.366111, 4.908097 52.365981, 4.908245 52.36569, 4.908877 52.365808, 4.910551 52.365248, 4.91126 52.364995, 4.913342 52.36428, 4.914386 52.363938, 4.914224 52.363761, 4.910779 52.363084, 4.90505 52.361979, 4.905117 52.361844, 4.903415 52.361522, 4.90335 52.361648, 4.90277 52.362797, 4.901556 52.365154, 4.901218 52.365771))"
79,A08b,Sarphatistrook,A08,A,214489.0,"POLYGON ((4.903415 52.361522, 4.905117 52.361844, 4.90505 52.361979, 4.910779 52.363084, 4.914224 52.363761, 4.914386 52.363938, 4.915111 52.3637, 4.915144 52.363654, 4.915891 52.363396, 4.915976 52.363376, 4.916154 52.363348, 4.916385 52.363343, 4.916611 52.363371, 4.916779 52.363416, 4.91749 52.362123, 4.91642 52.362082, 4.91626 52.362064, 4.91598 52.362017, 4.91577 52.36197, 4.91508 52.361779, 4.914036 52.361488, 4.912839 52.36135, 4.911765 52.361239, 4.911639 52.361217, 4.911491 52.361173, 4.911379 52.361123, 4.911307 52.36108, 4.911188 52.360985, 4.911057 52.360899, 4.910838 52.360788, 4.910566 52.360689, 4.910396 52.360644, 4.910245 52.360614, 4.909961 52.360579, 4.909663 52.36057, 4.909367 52.36059, 4.909038 52.360644, 4.908813 52.360653, 4.908548 52.360632, 4.908321 52.360582, 4.907974 52.360492, 4.907784 52.360424, 4.907645 52.360363, 4.907509 52.360293, 4.907379 52.360212, 4.907103 52.359997, 4.906922 52.359869, 4.906642 52.359717, 4.906505 52.359657, 4.906171 52.359543, 4.905975 52.359491, 4.905163 52.359341, 4.904633 52.359205, 4.904204 52.35994, 4.903415 52.361522))"
80,A09b,Kattenburg,A09,A,120739.0,"POLYGON ((4.914453 52.370899, 4.914677 52.370995, 4.917662 52.372101, 4.920876 52.374095, 4.921132 52.374893, 4.921411 52.375598, 4.921565 52.375576, 4.921544 52.375523, 4.923037 52.375295, 4.923516 52.375203, 4.923912 52.375108, 4.924257 52.375013, 4.924932 52.374796, 4.921579 52.372692, 4.92016 52.371778, 4.920103 52.371762, 4.920037 52.371754, 4.919839 52.371773, 4.919736 52.37177, 4.919604 52.371746, 4.91951 52.371712, 4.919417 52.371641, 4.919356 52.371568, 4.919312 52.371487, 4.919289 52.371397, 4.918729 52.371064, 4.917688 52.370594, 4.91749 52.370413, 4.917016 52.36991, 4.915135 52.370575, 4.914849 52.370696, 4.914453 52.370899))"
81,A09c,Wittenburg,A09,A,180451.0,"POLYGON ((4.917016 52.36991, 4.91749 52.370413, 4.917688 52.370594, 4.918729 52.371064, 4.919289 52.371397, 4.919312 52.371487, 4.919356 52.371568, 4.919417 52.371641, 4.91951 52.371712, 4.919604 52.371746, 4.919736 52.37177, 4.919839 52.371773, 4.920037 52.371754, 4.920103 52.371762, 4.92016 52.371778, 4.921579 52.372692, 4.924932 52.374796, 4.927697 52.373907, 4.927907 52.373846, 4.927865 52.373753, 4.923741 52.371169, 4.922497 52.370217, 4.92128 52.369455, 4.921065 52.369539, 4.921056 52.369534, 4.920706 52.369302, 4.920199 52.368743, 4.919538 52.368965, 4.917016 52.36991))"
